id,created_at,text,hashtag
219157420700741633,2012-06-30 19:56:15,"Indiana to Mid-Atlantic in Peril: More Heat, No Power http://t.co/NLwzSMT4",
219126179595169793,2012-06-30 17:52:07,Derecho leaves trail of destruction from midwest to east coast - 12 dead http://t.co/9tMLEI5L,
218207914920382464,2012-06-28 05:03:15,Polar mesospheric clouds captured on film by astronauts aboard the International Space Station http://t.co/7XaS5LbN,
215360578988949505,2012-06-20 08:28:57,Hottest temperatures of the summer arrive this week for the Northeast http://t.co/mc1v2UDO,
213574151653441537,2012-06-15 10:10:20,Damage estimates from Dallas hailstorm top $400 million mark http://t.co/8Yt0TSk5,
213208696786927617,2012-06-14 09:58:09,Tornado strikes islands near Venice http://t.co/BgvyeOtY,
208727890727157760,2012-06-02 01:13:01,Severe weather rocks Eastern seaboard http://t.co/QgMz8LB6,
207749463245209600,2012-05-30 08:25:06,"SPC: Moderate risk for severe weather today over parts of Oklahoma, northern Texas http://t.co/SnpscLCg",
205038231216074753,2012-05-22 20:51:38,206 people died from extreme heat in the U.S. in 2011 http://t.co/PV6M1WhJ,
203003981042171904,2012-05-17 06:08:15,RT @science: Dramatic trailer for PBS Dust Bowl documentary http://t.co/i3wuASV9,
202504355251884032,2012-05-15 21:02:55,"Video: Twin waterspouts filmed near Grand Isle, LA.  http://t.co/w99JkPUO",
200701538690273280,2012-05-10 21:39:10,Prince Charles reads the Scottish weather forecast http://t.co/eUh8UdVo,
199760990403964928,2012-05-08 07:21:46,"Tornado damages 890 homes in Japan, kills teenager http://t.co/0TDZNYPs (via @newsalert)",
199342033599606785,2012-05-07 03:36:59,RT @science The stormiest places on Earth http://t.co/EYxIoQJc,
198995665475481601,2012-05-06 04:40:38,Scientists launch Deep Convective Clouds &amp; Chemistry experiment http://t.co/nWnSosOt,
194123647911342081,2012-04-22 18:00:58,Destructive snowstorm targets interior Northeast http://t.co/5agKlRtm,
193418752455475200,2012-04-20 19:19:58,NASA satellite movie shows Great Plains tornado outbreak from space http://t.co/UkX0khLg (via @science),
191435021414957056,2012-04-15 07:57:20,"Nighttime video of large tornado that hit Woodward, Oklahoma http://t.co/M53JkZ8V (via @science)",
191387814271787008,2012-04-15 04:49:45,115 tornado reports so far today http://t.co/Rk2UiP59,
191319905604345856,2012-04-15 00:19:54,48 tornado reports so far today in four states http://t.co/Rk2UiP59,
191235729840549889,2012-04-14 18:45:25,Severe tornado outbreak expected this weekend in U.S. http://t.co/0szF86Ey,
190963178400780289,2012-04-14 00:42:24,Tornadoes to thrive this weekend says The Weather Channel http://t.co/enUTRwyq,
190737257236410368,2012-04-13 09:44:40,Storm Prediction Center is forecasting a high risk of severe storms for Saturday in U.S. http://t.co/m2y5DSP4,
190282406182387712,2012-04-12 03:37:15,RT @science: The Hottest Spot on Earth: The Lut Desert in Iran http://t.co/LaxzETva,
189521343706972160,2012-04-10 01:13:04,"Here is an animation of the 7,755 daytime and 7,517 nighttime high temp records broken in March, 2012. http://t.co/oF3lVmw2",
187712805481357314,2012-04-05 01:26:35,Report: National Weather Service testing catastrophic tornado warnings http://t.co/0VYKyzZ4,
187277314801938432,2012-04-03 20:36:05,Video: Tornadoes in Dallas-Forth Worth area toss trailers in the air http://t.co/Is4Xbvdg (via @science),
186222695476768768,2012-03-31 22:45:25,Animated wind map shows current wind speeds in U.S. http://t.co/sleQCTFq,
183763135071649792,2012-03-25 03:52:00,4.25-inch hailstone sets Hawaii state record http://t.co/KYXgTO8U (via @science),
180707144843276288,2012-03-16 17:28:35,"Tornadoes rip through Michigan, destroy or damage over 100 homes http://t.co/5ySlrV0Z",
179402541182894082,2012-03-13 03:04:33,"Northeast, Midwest see record high temperatures http://t.co/Ad7hwpMn",
176614489679069184,2012-03-05 10:25:50,"Amateur video of EF4 tornado in Henryville, Indiana http://t.co/fSzrT3Ph (via @science)",
175862415324483585,2012-03-03 08:37:21,At least 27 dead as tornadoes sweep across US states http://t.co/VneFkhDg,
175768204768055297,2012-03-03 02:23:00,86 tornado reports so far today from Storm Prediction Center http://t.co/Rk2UiP59,
175714178445737985,2012-03-02 22:48:19,Tornado reports at 51 so far today http://t.co/Rk2UiP59,
175597631123374080,2012-03-02 15:05:12,The Storm Prediction Center is forecasting a major severe weather outbreak today and/or tonight. High risk: http://t.co/uQiQk3Kc,
175593463910383616,2012-03-02 14:48:38,"Tornado outbreak likely today in plains, south http://t.co/SGqLfgVe",
174960617352990720,2012-02-29 20:53:56,"Multiple tornadoes reported across Heartland - EF-4 in Harrisburg, IL http://t.co/sKHCDKMk",
171418100892307457,2012-02-20 02:17:14,Police rescue man who says he spent months in snowed-in car http://t.co/DqtZZo7n,
168519045577048065,2012-02-12 02:17:26,Italy towns stranded by snow http://t.co/MOn5JYRC,
165330158906118144,2012-02-03 07:05:56,"Severe storms ignite across Oklahoma, Texas http://t.co/FFoGPHBu",
161311849831346176,2012-01-23 04:58:36,The Weather Channel tracking severe weather and tornado outbreak moving through the South tonight http://t.co/UeRka1iV,
160544329746747392,2012-01-21 02:08:45,Photos: Heavy Snow in Chicago http://t.co/yzxt5bUD,
159364772104650752,2012-01-17 20:01:37,Major Winter Storm from Pacific Northwest to the Northern Rockies http://t.co/3W3Z24l0,
157373695382388736,2012-01-12 08:09:47,"Cordova, Alaska buried under 15 feet of snow http://t.co/M6loL4Lj",
156526882739851264,2012-01-10 00:04:51,"Severe Storms bring street flooding, storm damage to Houston http://t.co/GfOeo2if",
155772517095710720,2012-01-07 22:07:16,More than a thousand record highs were reached the first week of the year.  http://t.co/WUKEbeUH,
153985864232472576,2012-01-02 23:47:45,Rick Santorum once proposed a bill to privatize weather - ppl would have to pay to get weather  info http://t.co/dg30KsX8 (via @politics),
152525685276147712,2011-12-29 23:05:31,"Snow Drought hits the nation, Ski resorts are hit hard http://t.co/MmzKxIRX",
148264451483774977,2011-12-18 04:52:54,Google has added a snowy easter egg for the holidays. http://t.co/qFIf2SwV,
142293892262412288,2011-12-01 17:28:02,"Wicked winds impact California, Utah, and more http://t.co/tLS7uZXO",
138086212886999040,2011-11-20 02:48:13,RT @science New IPCC report warns of extreme weather to increase due to Climate Change http://t.co/Ya0MAPxs,
134318097648726016,2011-11-09 17:15:04,National Weather Service warns storm of 'epic magnitude' is making its way toward Alaska - 10 foot surge http://t.co/6VXoxKUY,
134167192433475584,2011-11-09 07:15:26,Massive Alaska storm could be one of the worst on record http://t.co/BEM7h4Ql,
131125586574835712,2011-10-31 21:49:10,"Historic October Northeast storm: ""Epic. Incredible. Downright ridiculous."" http://t.co/mBcHseRn",
130864641856380929,2011-10-31 04:32:16,Some power outages in Northeast may last till midweek http://t.co/hkOb2ndw,
130753409954480128,2011-10-30 21:10:16,3M powerless as October snow surprises Northeast http://t.co/277n6g2m,
130473423821484032,2011-10-30 02:37:42,Power outages from East Coast snowstorm top 2.3 million http://t.co/56TfVe4c,
130449466577780736,2011-10-30 01:02:31,Jim Cantore hears thundersnow during Historic October Thunderstorm http://t.co/FAihz2K9 (via @videonacho),
130094005210988544,2011-10-29 01:30:02,Big Heavy October Northeast Snowstorm carries high power outage threat. http://t.co/ZXbvwFVO,
129990153950347264,2011-10-28 18:37:22,Big snowstorm headed for the Northeast this weekend - heavy snow could bring down branches & trees http://t.co/Ldvl0Nbv,
129276631092170752,2011-10-26 19:22:05,Video: Outdoor wedding caught in Dust Storm http://t.co/4GGH74tg,
129274996584484864,2011-10-26 19:15:35,RT @science: Video: AccuWeather explains Ball Lightning http://t.co/vcwPVFbS,
129213242894598144,2011-10-26 15:10:12,"Snowstorm hits Denver hard - heavy snow snaps tree limbs, brings down power lines http://t.co/1iYZmKFd",
127858823825326082,2011-10-22 21:28:13,"NWS: Lubbock, Texas haboob was similar to Dust Bowl haboobs. http://t.co/Y6arEnyJ",
126100945691086849,2011-10-18 01:03:02,"Haboob hits Lubbock, Texas http://t.co/gCLUGOSb",
125410567786741760,2011-10-16 03:19:44,Commuters driving on I-95 in Virgina recorded video footage of a tornado as it passed over them. http://t.co/2qqinBvr,
125162262217494528,2011-10-15 10:53:03,High wind warning out for most of Western New York http://t.co/Sj34zVhe,
122848942626062336,2011-10-09 01:40:45,Much need rain forecast for parts of drought stricken Texas http://t.co/Lz0X0mlE,
121419112328073217,2011-10-05 02:59:06,Waves knock over joggers and bikers along Chicago's Lake Shore Drive http://t.co/jvyWEkUA,
118271016341475329,2011-09-26 10:29:42,"NWS: Waterspouts formed just off shore Of Milwaukee
September 24th, 2011 http://t.co/jjrMfH13",
117370130186506240,2011-09-23 22:49:54,Weather graphics fail makes news anchors LOL http://t.co/lUrIY5CZ (via @jokes),
113742806178205696,2011-09-13 22:36:12,The first freeze is coming for part of the continental U.S. http://t.co/UBLxmDR,
112663890751533057,2011-09-10 23:08:59,"Raw Video: Large dust devil forms in industrial park in Garland, Texas http://t.co/Y24tTSy (via @science)",
111642199229333504,2011-09-08 03:29:09,TWC: Lee's remnants spell river flooding in Mid-Atlantic http://t.co/o6TyaKb,
110998707343851521,2011-09-06 08:52:08,RT @jokes David Letterman does Weather Channel Top Ten List http://t.co/2xl1AWY,
108931687454474240,2011-08-31 15:58:32,Wave from Tropical Storm Nanmadol hits reporter http://t.co/ueHEBYj (via @videonacho),
107901238628204544,2011-08-28 19:43:54,"Reporter gives Hurricane Irene update covered in foam, which may have included raw sewage http://t.co/ASLyJa0 (via @videonacho)",
107872852363063296,2011-08-28 17:51:06,Big Storm and Little Storm: Hurricane Irene and Tropical Storm Jose http://t.co/3dTKpMW,
107872697396117505,2011-08-28 17:50:29,Accuweather: Irene's legacy may be record inland flooding http://t.co/byy5eRx,
107754244500766720,2011-08-28 09:59:48,RT @hurricanes: Hurricane Irene made landfall along coast of New Jersey near Little Egg Inlet as category one hurricane http://t.co/nNLG3DI,
107624756311896064,2011-08-28 01:25:16,"Hurricane Irene: Tornado watch issued for parts of Delware, New Jersey and New York http://t.co/2bSfKzE (via @hurricanes)",
107312673091354624,2011-08-27 04:45:09,"Tornado watches issued for North Carolina, Virginia coasts http://t.co/MT59rrs",
107173964924719104,2011-08-26 19:33:59,President Obama says Hurricane Irene expected to be a historic hurricane http://t.co/5RWQYzS (via @hurricanes),
106832697606938624,2011-08-25 20:57:54,NASA's Tropical Rainfall Measuring Mission Satellite captures image of Hurricane Irene http://t.co/rED1lLn (via @hurricanes),
105801700287324160,2011-08-23 00:41:05,Rice bowl sized hail damages cars in China http://t.co/dXOcgWa,
104471009788301313,2011-08-19 08:33:24,RT @newsalert Belgium's Pukkelpop Festival destroyed by storms - five dead. http://t.co/z8pHXWz,
104353549969915904,2011-08-19 00:46:39,Google Maps adds weather http://t.co/aRd7b03 (via @internet),
104050114389217280,2011-08-18 04:40:55,"Wellington, New Zealand residents enjoy rare snowfall http://t.co/M4UMBZr (via videonacho)",
103200507815923714,2011-08-15 20:24:53,"Wellington, New Zealand hit by first snowfall in 40 years http://t.co/Rn4cmnN",
103114805023490048,2011-08-15 14:44:19,New York breaks its one-day rainfall record with nearly eight inches http://t.co/WmExlh5,
102627756268994560,2011-08-14 06:28:58,Several states in U.S. in the 120 degree club http://t.co/G5vHWyI,
100252300932689920,2011-08-07 17:09:45,U.S. Heat Wave Death Toll Climbs http://bit.ly/pEuRts,
99573804455567360,2011-08-05 20:13:39,Surface temperatures at Dallas playground hit 180 degrees as Heat Wave rolls on http://bit.ly/oIMS72,
98860113900744704,2011-08-03 20:57:42,Texas Bakes in Brutal Heat Wave http://bit.ly/oxqfQh,
98117580027461632,2011-08-01 19:47:08,Record highs set in all 50 states in July http://bit.ly/qIXRTb,
98105856943587328,2011-08-01 19:00:33,Another dust storm hits phoenix - was not as severe as July haboobs. http://bit.ly/oZhBMQ,
97746914434482176,2011-07-31 19:14:15,Fabio delivers 7-day forecast for Portland. http://bit.ly/qWjR7N,
97423589430673408,2011-07-30 21:49:28,RT @NBCDFWWeather The streak continues! #DFW hit 100. That's 29 days in a row.,DFW
95699787327868929,2011-07-26 03:39:41,Snowstorm dumps nine feet of snow in parts of Chile http://bit.ly/mUOutn,
94987711324229632,2011-07-24 04:30:09,Video: Vacationers run from Jim Cantore http://bit.ly/rs9hWE,
94816177246834688,2011-07-23 17:08:32,All-time record highs set in Northeast cities on Friday http://bit.ly/pYNcst,
94565928343310336,2011-07-23 00:34:08,Northeast Heat Wave: Rewriting the record books http://bit.ly/nyASS9,
93881025893113858,2011-07-21 03:12:35,Heat 'dome' traps much of US in pressure cooker http://yhoo.it/nKNBC3,
92665334825361408,2011-07-17 18:41:52,"Worst heatwave in years grips Midwest, moving east http://reut.rs/ncYUvC",
91317851444609024,2011-07-14 01:27:27,Accuweather explains inaccurate bank thermometers http://bit.ly/nDc2dy,
90824432704163841,2011-07-12 16:46:46,Dangerous Heat Wave spreads across U.S. http://bit.ly/mVcLov,
89504464570028032,2011-07-09 01:21:41,A years worth of 100s already for many Southern Plains locations. http://bit.ly/nX93S6,
88558691258867712,2011-07-06 10:43:32,Video: Haboob hits Phoenix http://bit.ly/pgMisK,
84660217404596224,2011-06-25 16:32:23,Video: Tom Hanks is guest weatherman on Univision's Despierta America http://bit.ly/jkaS4Z,
82985485408018434,2011-06-21 01:37:36,Storm covers Colorado Highway 71 with several inches of hail http://bit.ly/mjBSDx,
82909049024282625,2011-06-20 20:33:52,"PDS Tornado Watch out for north central Kansas, eastern Nebraska http://1.usa.gov/kvTZM0",
82338583305920512,2011-06-19 06:47:02,Video: What is a Heat Burst? http://bit.ly/mqCY0W,
79714335026446337,2011-06-12 00:59:13,Texas drought continues to expand. 92% of state suffering severe drought conditions http://bit.ly/mmk12l,
79079812987224064,2011-06-10 06:57:51,Heat burst in Wichita sent temperatures up 17 degrees to 102 degrees in just 17 minutes after midnight http://bit.ly/lRepqT (via @science),
78495974317752321,2011-06-08 16:17:53,Brutal heat wave spreads Into Northeast http://bit.ly/kp5oeM,
78199100964745216,2011-06-07 20:38:13,East faces nasty heat wave Wednesday and Thursday http://bit.ly/k9PUKv,
77073823794593792,2011-06-04 18:06:46,Expert says 2011 tornadoes 106% above average http://bit.ly/m9mACa,
76093079840497664,2011-06-02 01:09:38,"Tornadoes strike Springfield, Massachusetts - major damage reported in downtown Springfield http://bit.ly/izg2MI (via @newsalert)",
76084881498705920,2011-06-02 00:37:03,"At least two tornadoes struck Springfield, Massachusetts today. http://bit.ly/iK6k9h",
75646582711783424,2011-05-31 19:35:25,Memorial Day heat closed beaches in Chicago http://bit.ly/jBvrSg,
73519947896193026,2011-05-25 22:44:56,49 tornado reports so far today. http://1.usa.gov/fi6lOE,
73407494159998976,2011-05-25 15:18:05,SPC predicts high risk of severe storms again today - area of concern has shifted east from yesterday http://1.usa.gov/ioZSoS,
73092142695858177,2011-05-24 18:24:59,"Part of Oklahoma, North Texas in PDS Tornado Watch http://1.usa.gov/lCRQiG",
72955224586862592,2011-05-24 09:20:55,"The Weather Channel also notes classic Plains Tornado Outbreak ingredients in place for Tues, Wed http://bit.ly/lTst2W",
72954492496252928,2011-05-24 09:18:01,The Storm Prediction Center is forecasting a major severe weather outbreak today (5-24) and/or tonight. http://1.usa.gov/lGzTKv,
72805300146675713,2011-05-23 23:25:10,"AccuWeather is forecasting 50+ tornado reports on Tuesday, many in eastern half of Oklahoma and eastern Kansas http://bit.ly/jNKYYN",
72785887892733952,2011-05-23 22:08:02,2011 Tornado Season already one of ten deadliest in U.S. history. http://bit.ly/izerxw (via @science),
72470394745004032,2011-05-23 01:14:23,Resident 45-miles from Joplin hospital says yard is full of debris from hospital-- medical supplies & x-rays http://bit.ly/llbfAE,
72463516497494017,2011-05-23 00:47:03,"Official: Tornado hits hospital, fire stations in Joplin, Missouri http://bit.ly/jxEzky",
72444908799135744,2011-05-22 23:33:06,A few tornadoes touched down across the Minneapolis area this afternoon http://bit.ly/mqGcHe,
69485359964241920,2011-05-14 19:32:55,Video: What is a Gustnado http://bit.ly/jii2Ph,
69207472887435266,2011-05-14 01:08:42,Video: Louisiana residents flee homes in advance of planned spillway flooding http://bit.ly/lOgHHS,
68120461258657792,2011-05-11 01:09:18,"Accuweather: Violent storms aim for heartland Wed, Thu http://bit.ly/kxq0Wa SPC outlook http://1.usa.gov/ihdlnQ",
66260369013870592,2011-05-05 21:57:57,"Chicago could face between 166 and 2,217 more heat related deaths every year by 2100 http://bit.ly/jFctiO (via @globalwarming)",
66220306150326272,2011-05-05 19:18:45,RT @science: 2011 tornado reports and fatalities trending way above average in U.S. http://bit.ly/jZcppC,
65538953465434112,2011-05-03 22:11:18,Video: Large waterspout near Honolulu Airport on Monday. http://bit.ly/jGRM1m (via @newsnacho),
64225242947661825,2011-04-30 07:11:05,RT @science: Amateur storm chasers recorded amazing footage of monster Tuscaloosa tornado http://bit.ly/j6iIZs,
64070600850800640,2011-04-29 20:56:36,"Twister death toll rises to 318, which is the most since the 1932 outbreak http://bit.ly/kv5TYy",
63513242902859776,2011-04-28 08:01:51,Video: University of Alabama student captures video of huge Tuscaloosa Tornado http://bit.ly/jeLjHX,
63498484631867392,2011-04-28 07:03:13,Alabama death toll reaches 60 from severe weather and tornadoes. http://bit.ly/lHxqP2,
63422521868955650,2011-04-28 02:01:22,Storm Prediction Center has recorded 127 tornado reports so far today. http://1.usa.gov/lkWlvG,
63143111819403264,2011-04-27 07:31:05,Ongoing tornado threat moves into Tennessee and Ohio Valleys Wednesday http://bit.ly/en9bX4,
62762684453629952,2011-04-26 06:19:24,Tornado stole a man's hamburger. http://bit.ly/dHZr99,
61875613023223809,2011-04-23 19:34:30,"Tornado that damaged St. Louis' Lambert Airport was an EF3, winds in the 136 to 165 mph range http://bit.ly/fqCB85",
61247378547679232,2011-04-22 01:58:07,Texas governor calls for prayers for rain amid fires http://reut.rs/gOEJAA,
59429509367214080,2011-04-17 01:34:33,"Sadly, another big day of tornado reports. 91 reports so far, including several with fatalities. http://1.usa.gov/fepvgA",
59196370095046657,2011-04-16 10:08:09,"Storm Prediction Center shows nearly 100 tornado reports for April 15, incl tornado with fatalities in Autauga, Al http://1.usa.gov/hoaDz7",
59061938281381888,2011-04-16 01:13:58,"70 tornadoes in the U.S. so far today, primarily in Mississippi and Alabama http://1.usa.gov/fi6lOE",
59020555000614912,2011-04-15 22:29:31,56 tornadoes in U.S. so far today. http://1.usa.gov/fi6lOE,
55794057661779968,2011-04-07 00:48:34,RT @science The Earth sees about 760 thunderstorms every hour http://bbc.in/emSPmO,
55737926197329920,2011-04-06 21:05:31,Oklahoma sees driest 4 months since Dust Bowl http://bit.ly/foCAVC,
55472012893757440,2011-04-06 03:28:53,Cloud Rings: Circular cloud formations on weather radar images are caused by freak weather conditions http://bit.ly/hD26VJ,
52652374271074304,2011-03-29 08:44:38,RT @science: Amateur video of Kuwait sandstorm - reduced visibility to 20 feet. http://bit.ly/hLKf6A,
49949496645394432,2011-03-21 21:44:22,"Storm dumped more than 3-1/2 feet of snow during a 24-hour period in Yosemite Valley, Wawona, and Crane Flat http://lat.ms/gv03A2",
47927968235925504,2011-03-16 07:51:32,Weather forecasts become crucial during Japan's growing nuclear crisis. http://bit.ly/eJvPaA,
46785313074446337,2011-03-13 04:11:02,Japan's Meteorological Agency to monitor wind direction to determine damage from radiation leaking at nuclear plant. http://reut.rs/fC3RZD,
46159061242228736,2011-03-11 10:42:32,RT @science Massive 8.9 magnitude earthquake off coast of northeast Japan generates huge whirlpool. http://bit.ly/h7p3FB,
41662445990707201,2011-02-27 00:54:35,Dusting of snow San Francisco not enough to count toward official records. http://on.msnbc.com/gPBPN7,
39174118771265536,2011-02-20 04:06:52,Winter Storm targets Midwest tonight and Sunday. http://bit.ly/dGK0CU,
35510789829828608,2011-02-10 01:30:06,Chicago Wind Chill advisory - 20 to 30 below - will cause frostbite to exposed skin within 30 minutes. http://bit.ly/gvQCMF,
35375550230953984,2011-02-09 16:32:43,Blizzard roars through US's snow-weary midsection http://yhoo.it/hCJLb0,
33662986853814272,2011-02-04 23:07:36,Photo: February 2011 blizzard from space - impacted 30 states in U.S. http://bit.ly/f7ncaL,
32975221971484672,2011-02-03 01:34:40,Video: Chicago's terrifying blizzard http://bit.ly/gcd6YQ,
32578156011454465,2011-02-01 23:16:52,Lakeshore flood warning for Chicago - waves 14 to 18 feet and possibly up to 25 feet. http://bit.ly/gPv48b,
32455396136325122,2011-02-01 15:09:04,Video: Jeff Morrow reports from Oklahoma City during blizzard-like conditions. http://bit.ly/ghsbz0,
32152301053415424,2011-01-31 19:04:40,"Multi-Day potentially historic Winter Storm: tornadoes, snow, destructive ice, wind, bitter cold. http://bit.ly/e1stcl",
32126317323358208,2011-01-31 17:21:25,Snow drifts of 5 feet to 10 feet are possible during looming Chicago blizzard. http://bit.ly/gHspzU,
30672490548170752,2011-01-27 17:04:26,New York snowstorm: New January record set as 19-inch snowfall pushes city past 1925 mark http://nydn.us/foLAtQ,
25232434840735744,2011-01-12 16:47:35,Snow on the ground on 49 of 50 U.S. states http://bit.ly/hAtO3q,
24776521247887360,2011-01-11 10:35:57,Another major winter storm set to bear down on the Northeast Tuesday and Wednesday http://bit.ly/hRjnrR,
24776180938833920,2011-01-11 10:34:36,"Ice cripples metro roads in Atlanta, some highways are 'Impassable' http://bit.ly/fJQKjp",
24406868730318849,2011-01-10 10:07:05,"Snow covers metro Atlanta, north Georgia http://bit.ly/fJQKjp",
23865717694668800,2011-01-08 22:16:45,"Major southern snow, ice storm threat Sunday and Monday, could turn up coast next week. http://bit.ly/gEIIDz",
23065491819991040,2011-01-06 17:16:56,"Another Northeast Snowstorm - heavy snow will fall in a narrow band, possibly including NYC http://bit.ly/gUvMAm",
22834554712625152,2011-01-06 01:59:16,RT @science Scientists invent toothpaste which can change flavor depending on the weather. http://bit.ly/gUkTa5,
22701379600519170,2011-01-05 17:10:05,New cross-country snowstorm in the works http://bit.ly/g0Vra0,
20657599665938432,2010-12-31 01:48:50,Video: Short film of Blizzard has Oscar buzz http://bit.ly/dNvPz1,
20194256421396480,2010-12-29 19:07:40,"Rain snarls commuter traffic in Southern California, triggers flood warnings http://lat.ms/i4IhFH",
19575842275332096,2010-12-28 02:10:19,Time lapse video of the snowstorm in New Jersey http://bit.ly/f3yUjY,
14319949715607552,2010-12-13 14:05:16,"Arctic blast for midwest, northeast and southeast http://bit.ly/dH4Fph",
14319426987884544,2010-12-13 14:03:12,"Record-breaking warmth grips Los Angeles, Phoenix http://bit.ly/fQ4Yu3",
14054615251165186,2010-12-12 20:30:56,Video: Blizzard collapses roof of Minnesota Vikings' Metrodome http://bit.ly/fLe0OJ,
13730916631322624,2010-12-11 23:04:40,A major winter storm is ongoing in the Midwest this weekend is also headed for East coast. http://bit.ly/g5LM2G,
11104803711094784,2010-12-04 17:09:26,British woman reports stolen snowman to police. http://bit.ly/fwluKi,
11104669745025025,2010-12-04 17:08:54,At least 60 killed by cold snap across Europe http://bit.ly/f8MgCe,
3421042114564096,2010-11-13 12:16:54,First significant snow of the season in Midwest http://bit.ly/9alHkI,
27600186057,2010-10-17 03:02:37,Photo: Statue of Liberty hit by lightning http://bit.ly/cGNf2e,
27220123811,2010-10-13 07:23:48,Nor'easter expected over the eastern U.S. late this week. http://bit.ly/b4zch9,
26694670940,2010-10-07 23:18:32,Video: Rare tornado outbreak in Arizona http://bit.ly/bGVHA7,
25794211765,2010-09-28 15:21:41,Downtown Los Angeles hit the highest temperature ever recorded since record keeping began in 1877: 113F http://bit.ly/9NUrFM,
24909773170,2010-09-19 05:06:19,Heavy surf hits Bermuda 24 hours before Hurricane Igor's arrival http://bit.ly/cOELJH (via @newsnacho),
24766866706,2010-09-17 15:18:59,New Yorkers assess damage from possible tornado http://bit.ly/dluK2x,
24603805289,2010-09-15 21:10:05,RT @books Book Review: The Falling Raindrop by Neil Johnson and Joel Chin http://bit.ly/bx6spD,
23952979931,2010-09-08 22:22:34,Almanacs predict another cold winter http://bit.ly/ckBM1u,
23886874178,2010-09-08 05:05:18,Hermine dumps heavy rain across Central Texas http://bit.ly/dpQcnB,
22120727290,2010-08-25 21:26:11,RT @science Rare fire tornado caught on film in Brazil - technically a fire whirl. http://bit.ly/cyKV68,
21178150616,2010-08-14 21:10:13,The heat is on in North Texas - Dallas headed for 15th straight day of 100+ (July 31 was also over 100) http://bit.ly/9vwKrf,
20854498782,2010-08-11 04:00:22,Jason Schwartzman and Michael Cera do the Weather for Fox 5 http://bit.ly/cZEWQT (via @celebritygossip),
20083054207,2010-08-01 19:34:50,Google adds precipitation to Google Earth http://bit.ly/aViB0D,
20075092898,2010-08-01 17:05:01,"RT @science: Record 8.0 inch diameter hailstone falls in Vivian, South Dakota http://bit.ly/9lLxd7",
19582073575,2010-07-26 15:32:11,"Powerful, fast-moving storms ripped through the DC region leaving hundreds of thousands without power. http://bit.ly/aCkpPS",
19461580009,2010-07-25 01:55:49,Heavy rains cause Iowa dam to fail http://bit.ly/bVKOR2 (corrected url),
18227505263,2010-07-10 22:38:49,RT @science Study finds exceptionally long heat waves could become commonplace in U.S. during next 30 years. http://bit.ly/cNbfxp,
17736314733,2010-07-04 18:11:13,Sizzling heat kicks off the Fourth of July in East http://bit.ly/bLZUrk,
17110983922,2010-06-26 18:53:27,Chicago Thunderstorm: Lightning strikes three of the tallest buildings in Chicago at the same time. http://bit.ly/bk7CtI,
16966830816,2010-06-24 22:41:37,Sweltering heat in D.C. - temperatures reached 100 degrees at Reagan National Airport at 3:07 p.m http://bit.ly/c0dfaB,
16711159415,2010-06-21 18:04:13,"Tornado barrels through Billings, Montana - video shows flying debris http://bit.ly/dco712",
16434890596,2010-06-18 02:17:47,Death toll rises to 25 in French Riviera flash floods http://bit.ly/a2OhQD,
15961111804,2010-06-11 23:00:23,"At least 16 dead, 40 missing in Arkansas floods http://bit.ly/aKwXDW",
15608451994,2010-06-07 05:18:01,"Ohio tornado kills 7, wrecks cop cars, graduation http://yhoo.it/9IU0qV",
14302337899,2010-05-19 16:01:52,Oklahoma hail storm amateur video shows large hailstones hitting a homeowner's swimming pool. http://bit.ly/crHbGw,
13761689245,2010-05-11 01:49:39,4 dead in Oklahoma tornado outbreak http://bit.ly/cYobw8,
13320634943,2010-05-03 19:00:22,Massive system of rain and thunderstorms kills at least 19 in Southeast U.S. http://bit.ly/aALxEJ,
12788289807,2010-04-24 23:05:49,"A tornado nearly a mile wide hit central Mississippi on Saturday, killing seven people and trapping several others. http://bit.ly/dyNWTl",
12672766814,2010-04-23 01:03:48,Severe weather outbreak underway in the Southwest and into the Plains.  http://bit.ly/6Eu8cn,
11602767428,2010-04-04 19:44:12,Three Weather Apps for the iPad  http://bit.ly/9z3all,
11489533306,2010-04-02 16:43:25,Steve Carell played weatherman on GMTV for April Fools' Day. http://bit.ly/aZWHEK,
10629036390,2010-03-17 16:36:35,Chicago's Museum of Science and Industry opens Science Storms exhibit - contains 40-foot tornado display http://bit.ly/acWixy,
10245315712,2010-03-10 00:14:19,RT @science Stormchasers capture tornado destroying homes in Oklahoma http://bit.ly/colWaf,
10069262668,2010-03-06 10:56:45,Massive hailstones pound Melbourne http://bit.ly/cMoRey,
10062227849,2010-03-06 06:02:10,NASA's $500 million weather satellelite was sucessfully deployed into orbit. It will monitor weather conditions. http://bit.ly/bvMWSd,
9806887567,2010-03-01 03:12:36,Fierce winter storms kill dozens in Europe. France was the hardest hit with at least 50 people killed. http://bit.ly/ct7rHI,
9689263040,2010-02-26 18:04:55,1 million lose power as storm slams Northeast  - wind and heavy snow knock down trees and branches. http://bit.ly/dih25c,
9608521877,2010-02-25 03:30:36,Accuweather names Northeast storm a Snowicane. http://bit.ly/c2AbGU,
9586103016,2010-02-24 18:05:05,"Major Winter Storm headed for the Northeast  - could be power outages, major travel delays Thurs night/Friday http://bit.ly/baV1Sp",
