#station_name,latitude,longitude,timestamp,record,temperature,air_humidity,pressure,solar_radiation,soil_temperature,wind_velocity,wind_direction
#,deg,deg,ts,rn,c,%,mbar,w/m2,deg_c,m/s,deg
Station1,53.480759,-2.242631,2014-05-17 17:15:00,1285,16.4,76.42,740.8068,30.54338,18.29,0.773,104.3649
Station1,53.480759,-2.242631,2014-05-17 17:20:00,1286,16.31,78.11,740.9666,31.88599,18.31,0.839,146.3027
Station1,53.480759,-2.242631,2014-05-17 17:25:00,1287,16.27,78.48,741.0632,26.54191,18.32,0.641,148.1199
Station1,53.480759,-2.242631,2014-05-17 17:30:00,1288,16.08,79.65,741.1844,19.93696,18.34,0.952,78.14771
Station1,53.480759,-2.242631,2014-05-17 17:35:00,1289,15.35,81.9,741.2401,24.41625,18.35,1.122,19.17718
Station1,53.480759,-2.242631,2014-05-17 17:40:00,1290,14.6,84.6,741.2791,20.87595,18.37,0.717,159.631
Station1,53.480759,-2.242631,2014-05-17 17:45:00,1291,14.15,88.5,741.2697,15.71096,18.38,0.727,128.8506
Station1,53.480759,-2.242631,2014-05-17 17:50:00,1292,13.74,91.8,741.2839,12.15829,18.39,0.943,126.8043
Station1,53.480759,-2.242631,2014-05-17 17:55:00,1293,13.64,91.2,741.4064,9.552958,18.4,1.175,105.2534
Station1,53.480759,-2.242631,2014-05-17 18:00:00,1294,13.61,91,741.5305,7.590593,18.42,1.034,116.3526
Station1,53.480759,-2.242631,2014-05-17 18:05:00,1295,13.55,91.7,741.5641,5.786218,18.43,0.906,111.1264
Station1,53.480759,-2.242631,2014-05-17 18:10:00,1296,13.56,91.6,741.5672,3.812752,18.43,0.711,118.3891
Station1,53.480759,-2.242631,2014-05-17 18:15:00,1297,13.56,92,741.5846,2.504477,18.45,0.635,123.3001
Station1,53.480759,-2.242631,2014-05-17 18:20:00,1298,13.59,91.8,741.6885,1.29744,18.46,0.53,94.28989
Station1,53.480759,-2.242631,2014-05-17 18:25:00,1299,13.61,91.6,741.7264,0.5979766,18.48,0.679,92.37515
Station1,53.480759,-2.242631,2014-05-17 18:30:00,1300,13.64,90.8,741.7455,0.1805252,18.49,0.637,74.83603
Station1,53.480759,-2.242631,2014-05-17 18:35:00,1301,13.66,90.4,741.8502,0,18.5,0.677,26.94188
Station1,53.480759,-2.242631,2014-05-17 18:40:00,1302,13.57,91.2,741.9784,0,18.51,0.26,66.10087
Station1,53.480759,-2.242631,2014-05-17 18:45:00,1303,13.51,93.1,741.9949,0,18.52,0.378,119.9611
Station1,53.480759,-2.242631,2014-05-17 18:50:00,1304,13.55,93.8,742.0156,0,18.53,0.33,135.103
Station1,53.480759,-2.242631,2014-05-17 18:55:00,1305,13.66,94.8,742.0179,0,18.54,0.316,127.6595
Station1,53.480759,-2.242631,2014-05-17 19:00:00,1306,13.76,94.6,742.043,0,18.54,0.911,85.75343
Station1,53.480759,-2.242631,2014-05-17 19:05:00,1307,13.81,94.3,742.0861,0,18.55,0.626,89.91068
Station1,53.480759,-2.242631,2014-05-17 19:10:00,1308,13.73,94.8,742.1455,0,18.56,0.588,92.58335
Station1,53.480759,-2.242631,2014-05-17 19:15:00,1309,13.65,95.4,742.1663,0,18.57,0.449,108.6378
Station1,53.480759,-2.242631,2014-05-17 19:20:00,1310,13.63,95.7,742.2482,0,18.58,0.694,103.4144
Station1,53.480759,-2.242631,2014-05-17 19:25:00,1311,13.69,95.9,742.2728,0,18.58,0.735,91.31196
Station1,53.480759,-2.242631,2014-05-17 19:30:00,1312,13.73,95.7,742.2863,0,18.59,0.53,70.39397
Station1,53.480759,-2.242631,2014-05-17 19:35:00,1313,13.74,95.7,742.2936,0,18.6,0.418,52.45213
Station1,53.480759,-2.242631,2014-05-17 19:40:00,1314,13.75,96,742.3523,0,18.6,0.012,86.01842
Station1,53.480759,-2.242631,2014-05-17 19:45:00,1315,13.75,96,742.4413,0,18.61,0.501,90.96656
Station1,53.480759,-2.242631,2014-05-17 19:50:00,1316,13.75,95.2,742.4982,0,18.61,0.691,34.51776
Station1,53.480759,-2.242631,2014-05-17 19:55:00,1317,13.76,95.4,742.6286,0,18.62,0.225,19.83496
Station1,53.480759,-2.242631,2014-05-17 20:00:00,1318,13.77,95.8,742.7594,0,18.63,0.349,313.7672
Station1,53.480759,-2.242631,2014-05-17 20:05:00,1319,13.77,95.8,742.8195,0,18.63,0.127,316.5759
Station1,53.480759,-2.242631,2014-05-17 20:10:00,1320,13.73,96.1,742.8524,0,18.63,0.144,154.7077
Station1,53.480759,-2.242631,2014-05-17 20:15:00,1321,13.67,95.9,742.9758,0,18.63,0.165,133.2365
Station1,53.480759,-2.242631,2014-05-17 20:20:00,1322,13.69,96,743.0157,0,18.64,0.385,88.67737
Station1,53.480759,-2.242631,2014-05-17 20:25:00,1323,13.7,95.8,743.0864,0,18.64,0.654,102.4062
Station1,53.480759,-2.242631,2014-05-17 20:30:00,1324,13.68,95.6,743.162,0,18.65,0.557,133.5336
Station1,53.480759,-2.242631,2014-05-17 20:35:00,1325,13.69,96.1,743.2667,0,18.66,0.653,99.37389
Station1,53.480759,-2.242631,2014-05-17 20:40:00,1326,13.66,96,743.3463,0,18.66,0.677,83.78716
Station1,53.480759,-2.242631,2014-05-17 20:45:00,1327,13.62,96.2,743.3894,0,18.66,0.618,104.3564
Station1,53.480759,-2.242631,2014-05-17 20:50:00,1328,13.59,96.3,743.4688,0,18.66,0.448,116.9489
Station1,53.480759,-2.242631,2014-05-17 20:55:00,1329,13.58,96.3,743.5209,0,18.66,0.601,108.82
Station1,53.480759,-2.242631,2014-05-17 21:00:00,1330,13.56,95.9,743.6412,0,18.66,0.452,95.79069
Station1,53.480759,-2.242631,2014-05-17 21:05:00,1331,13.57,96.6,743.6593,0,18.66,0.113,145.3545
Station1,53.480759,-2.242631,2014-05-17 21:10:00,1332,13.52,96.8,743.7137,0,18.66,0,0
Station1,53.480759,-2.242631,2014-05-17 21:15:00,1333,13.51,96.9,743.7953,0,18.66,0,0
Station1,53.480759,-2.242631,2014-05-17 21:20:00,1334,13.56,97.3,743.843,0,18.67,0.191,292.1225
Station1,53.480759,-2.242631,2014-05-17 21:25:00,1335,13.56,97.3,743.8498,0,18.67,0.6,296.4511
Station1,53.480759,-2.242631,2014-05-17 21:30:00,1336,13.59,98.2,743.8385,0,18.67,0.554,263.3609
Station1,53.480759,-2.242631,2014-05-17 21:35:00,1337,13.58,98.6,743.8249,0,18.66,0.493,269.2307
Station1,53.480759,-2.242631,2014-05-17 21:40:00,1338,13.49,98.4,743.9043,0,18.67,0.562,289.2973
Station1,53.480759,-2.242631,2014-05-17 21:45:00,1339,13.39,98,743.9432,0,18.67,0.57,250.4585
Station1,53.480759,-2.242631,2014-05-17 21:50:00,1340,13.38,98.1,744.0018,0,18.67,0.546,235.6504
Station1,53.480759,-2.242631,2014-05-17 21:55:00,1341,13.34,97.4,744.0883,0,18.67,0.903,216.8607
Station1,53.480759,-2.242631,2014-05-17 22:00:00,1342,13.29,95.8,744.2255,0,18.66,1.148,209.2022
Station1,53.480759,-2.242631,2014-05-17 22:05:00,1343,13.24,94.6,744.2855,0,18.66,1.002,216.8974
Station1,53.480759,-2.242631,2014-05-17 22:10:00,1344,13.19,94.2,744.3699,0,18.66,0.789,277.2506
Station1,53.480759,-2.242631,2014-05-17 22:15:00,1345,13.15,93,744.482,0,18.66,0.745,207.1815
Station1,53.480759,-2.242631,2014-05-17 22:20:00,1346,13.15,92.3,744.496,0,18.66,0.586,223.4897
Station1,53.480759,-2.242631,2014-05-17 22:25:00,1347,13.09,93,744.4772,0,18.66,0.466,227.3985
Station1,53.480759,-2.242631,2014-05-17 22:30:00,1348,13.02,92,744.386,0,18.66,0.46,219.3792
Station1,53.480759,-2.242631,2014-05-17 22:35:00,1349,13.04,90.9,744.3531,0,18.65,0.839,228.6703
Station1,53.480759,-2.242631,2014-05-17 22:40:00,1350,13.01,88,744.3473,0,18.65,0.653,233.1838
Station1,53.480759,-2.242631,2014-05-17 22:45:00,1351,12.96,86.7,744.3698,0,18.65,1.044,204.8041
Station1,53.480759,-2.242631,2014-05-17 22:50:00,1352,12.92,87.2,744.3548,0,18.64,0.695,214.8511
Station1,53.480759,-2.242631,2014-05-17 22:55:00,1353,12.86,86.3,744.3639,0,18.64,0.895,210.9708
Station1,53.480759,-2.242631,2014-05-17 23:00:00,1354,12.85,86.4,744.3721,0,18.64,1.116,211.2448
Station1,53.480759,-2.242631,2014-05-17 23:05:00,1355,12.93,83.9,744.357,0,18.64,1.015,215.798
Station1,53.480759,-2.242631,2014-05-17 23:10:00,1356,12.93,82.9,744.3663,0,18.64,0.962,218.275
Station1,53.480759,-2.242631,2014-05-17 23:15:00,1357,12.87,83.1,744.379,0,18.63,0.799,213.1219
Station1,53.480759,-2.242631,2014-05-17 23:20:00,1358,12.8,83,744.3637,0,18.63,0.765,212.9369
Station1,53.480759,-2.242631,2014-05-17 23:25:00,1359,12.63,85.9,744.3414,0,18.63,0.474,303.4277
Station1,53.480759,-2.242631,2014-05-17 23:30:00,1360,12.41,87,744.2394,0,18.62,0.18,214.0398
Station1,53.480759,-2.242631,2014-05-17 23:35:00,1361,12.41,86.2,744.1147,0,18.62,0.693,236.402
Station1,53.480759,-2.242631,2014-05-17 23:40:00,1362,12.51,86.2,744.0285,0,18.62,0.626,239.116
Station1,53.480759,-2.242631,2014-05-17 23:45:00,1363,12.47,87.4,743.9514,0,18.61,0.309,227.9662
Station1,53.480759,-2.242631,2014-05-17 23:50:00,1364,12.38,88.7,743.9537,0,18.6,0,0
Station1,53.480759,-2.242631,2014-05-17 23:55:00,1365,12.31,88.9,743.9469,0,18.6,0.336,242.6837
Station1,53.480759,-2.242631,2014-05-18 00:00:00,1366,12.36,88.6,743.9764,0,18.6,0.265,249.1378
Station1,53.480759,-2.242631,2014-05-18 00:05:00,1367,12.3,89.4,743.931,0,18.6,0.039,294.9109
Station1,53.480759,-2.242631,2014-05-18 00:10:00,1368,12.22,90,743.9355,0,18.6,0.012,275.7509
Station1,53.480759,-2.242631,2014-05-18 00:15:00,1369,12.15,90.2,743.8266,0,18.59,0.175,211.9433
Station1,53.480759,-2.242631,2014-05-18 00:20:00,1370,12.19,89.3,743.8017,0,18.58,0.604,263.4836
Station1,53.480759,-2.242631,2014-05-18 00:25:00,1371,12.22,89,743.8085,0,18.58,0.223,144.7123
Station1,53.480759,-2.242631,2014-05-18 00:30:00,1372,12.2,88.8,743.7064,0,18.58,0.32,128.4142
Station1,53.480759,-2.242631,2014-05-18 00:35:00,1373,12.12,89.5,743.6928,0,18.57,0.255,2.183173
Station1,53.480759,-2.242631,2014-05-18 00:40:00,1374,12.06,91.2,743.6951,0,18.56,0.422,22.94006
Station1,53.480759,-2.242631,2014-05-18 00:45:00,1375,12.01,91.5,743.6996,0,18.56,0.409,351.0771
Station1,53.480759,-2.242631,2014-05-18 00:50:00,1376,11.99,90.6,743.652,0,18.56,0.493,325.9577
Station1,53.480759,-2.242631,2014-05-18 00:55:00,1377,11.99,92,743.5953,0,18.55,0.738,304.6713
Station1,53.480759,-2.242631,2014-05-18 01:00:00,1378,11.89,92.9,743.5613,0,18.55,0.336,299.1852
Station1,53.480759,-2.242631,2014-05-18 01:05:00,1379,11.76,94.1,743.6339,0,18.54,0.916,286.6816
Station1,53.480759,-2.242631,2014-05-18 01:10:00,1380,11.63,94.9,743.6747,0,18.54,0.767,306.6928
Station1,53.480759,-2.242631,2014-05-18 01:15:00,1381,11.58,95.3,743.6633,0,18.53,0.458,132.4927
Station1,53.480759,-2.242631,2014-05-18 01:20:00,1382,11.53,95.9,743.6293,0,18.53,0.45,88.95585
Station1,53.480759,-2.242631,2014-05-18 01:25:00,1383,11.46,96.2,743.5567,0,18.52,0.482,142.1117
Station1,53.480759,-2.242631,2014-05-18 01:30:00,1384,11.4,96.4,743.4796,0,18.51,0.536,131.7571
Station1,53.480759,-2.242631,2014-05-18 01:35:00,1385,11.39,96.1,743.5295,0,18.51,0.137,165.2039
Station1,53.480759,-2.242631,2014-05-18 01:40:00,1386,11.4,96.6,743.5141,0,18.5,0.144,69.52926
Station1,53.480759,-2.242631,2014-05-18 01:45:00,1387,11.4,96.9,743.4699,0,18.5,0.282,143.1272
Station1,53.480759,-2.242631,2014-05-18 01:50:00,1388,11.38,96.1,743.4147,0,18.49,0.532,148.7313
Station1,53.480759,-2.242631,2014-05-18 01:55:00,1389,11.37,95.6,743.3643,0,18.48,0.528,143.0913
Station1,53.480759,-2.242631,2014-05-18 02:00:00,1390,11.3,94.7,743.3024,0,18.48,0.501,132.779
Station1,53.480759,-2.242631,2014-05-18 02:05:00,1391,11.23,94.9,743.2872,0,18.47,0.039,162.4563
Station1,53.480759,-2.242631,2014-05-18 02:10:00,1392,11.09,94.9,743.2488,0,18.47,0.398,169.2902
Station1,53.480759,-2.242631,2014-05-18 02:15:00,1393,11.11,95,743.2787,0,18.46,0.012,176.9838
Station1,53.480759,-2.242631,2014-05-18 02:20:00,1394,11.07,95.6,743.285,0,18.46,0,0
Station1,53.480759,-2.242631,2014-05-18 02:25:00,1395,10.98,96.6,743.2804,0,18.45,0,0
Station1,53.480759,-2.242631,2014-05-18 02:30:00,1396,11.02,97.2,743.2856,0,18.44,0,0
Station1,53.480759,-2.242631,2014-05-18 02:35:00,1397,11.11,96.6,743.2103,0,18.43,0,0
Station1,53.480759,-2.242631,2014-05-18 02:40:00,1398,11.27,96.3,743.165,0,18.43,0.069,220.7397
Station1,53.480759,-2.242631,2014-05-18 02:45:00,1399,11.39,96,743.1591,0,18.42,0.449,208.6293
Station1,53.480759,-2.242631,2014-05-18 02:50:00,1400,11.47,96,743.1288,0,18.42,0.101,191.3401
Station1,53.480759,-2.242631,2014-05-18 02:55:00,1401,11.49,95.9,743.1359,0,18.41,0,0
Station1,53.480759,-2.242631,2014-05-18 03:00:00,1402,11.51,96.4,743.1044,0,18.41,0.103,322.4135
Station1,53.480759,-2.242631,2014-05-18 03:05:00,1403,11.51,95.1,743.0459,0,18.4,0.29,333.6725
Station1,53.480759,-2.242631,2014-05-18 03:10:00,1404,11.54,94.4,743.0319,0,18.39,0.041,38.81031
Station1,53.480759,-2.242631,2014-05-18 03:15:00,1405,11.57,94.4,743.0553,0,18.39,0.204,4.569217
Station1,53.480759,-2.242631,2014-05-18 03:20:00,1406,11.66,93.5,742.9498,0,18.38,0.131,78.88605
Station1,53.480759,-2.242631,2014-05-18 03:25:00,1407,11.69,94.9,742.9083,0,18.38,0.228,104.8265
Station1,53.480759,-2.242631,2014-05-18 03:30:00,1408,11.67,95,742.903,0,18.37,0.422,12.83024
Station1,53.480759,-2.242631,2014-05-18 03:35:00,1409,11.68,95.1,742.8869,0,18.36,0.012,4.508519
Station1,53.480759,-2.242631,2014-05-18 03:40:00,1410,11.67,95.6,742.8915,0,18.35,0.173,288.1929
Station1,53.480759,-2.242631,2014-05-18 03:45:00,1411,11.65,95.5,742.8968,0,18.35,0.216,303.8541
Station1,53.480759,-2.242631,2014-05-18 03:50:00,1412,11.66,95.3,742.985,0,18.34,0,0
Station1,53.480759,-2.242631,2014-05-18 03:55:00,1413,11.66,95.8,742.9578,0,18.33,0.453,310.7025
Station1,53.480759,-2.242631,2014-05-18 04:00:00,1414,11.64,95.8,742.9404,0,18.33,0.024,331.0722
Station1,53.480759,-2.242631,2014-05-18 04:05:00,1415,11.63,95.4,742.9506,0,18.33,0,0
Station1,53.480759,-2.242631,2014-05-18 04:10:00,1416,11.64,95.1,742.995,0,18.31,0,0
Station1,53.480759,-2.242631,2014-05-18 04:15:00,1417,11.65,95.1,743.0165,0,18.31,0,0
Station1,53.480759,-2.242631,2014-05-18 04:20:00,1418,11.66,95.5,743.0339,0,18.3,0,0
Station1,53.480759,-2.242631,2014-05-18 04:25:00,1419,11.64,94.9,743.039,0,18.29,0,0
Station1,53.480759,-2.242631,2014-05-18 04:30:00,1420,11.62,94.3,743.0269,0,18.28,0,0
Station1,53.480759,-2.242631,2014-05-18 04:35:00,1421,11.63,95.3,743.0286,0,18.28,0,0
Station1,53.480759,-2.242631,2014-05-18 04:40:00,1422,11.62,95.3,743.0374,0,18.27,0,0
Station1,53.480759,-2.242631,2014-05-18 04:45:00,1423,11.62,95.3,743.0448,0,18.27,0.232,111.1256
Station1,53.480759,-2.242631,2014-05-18 04:50:00,1424,11.58,95.6,743.0539,0,18.26,0.604,140.6581
Station1,53.480759,-2.242631,2014-05-18 04:55:00,1425,11.57,95.8,743.1215,0,18.25,0.38,118.2222
Station1,53.480759,-2.242631,2014-05-18 05:00:00,1426,11.54,96.1,743.1311,0,18.24,0.012,95.6458
Station1,53.480759,-2.242631,2014-05-18 05:05:00,1427,11.5,96.4,743.1345,0,18.24,0.029,314.3662
Station1,53.480759,-2.242631,2014-05-18 05:10:00,1428,11.46,97.1,743.1469,0,18.23,0.132,304.98
Station1,53.480759,-2.242631,2014-05-18 05:15:00,1429,11.41,97.4,743.1937,0,18.23,0,0
Station1,53.480759,-2.242631,2014-05-18 05:20:00,1430,11.41,97.3,743.2572,0,18.22,0.077,301.3441
Station1,53.480759,-2.242631,2014-05-18 05:25:00,1431,11.48,97,743.2625,0,18.21,0.252,268.564
Station1,53.480759,-2.242631,2014-05-18 05:30:00,1432,11.55,96.3,743.3011,0,18.2,0.466,298.1617
Station1,53.480759,-2.242631,2014-05-18 05:35:00,1433,11.59,95.9,743.4175,0,18.19,0.401,291.1246
Station1,53.480759,-2.242631,2014-05-18 05:40:00,1434,11.58,95.7,743.4235,0,18.19,0,0
Station1,53.480759,-2.242631,2014-05-18 05:45:00,1435,11.57,96.2,743.4239,0,18.18,0.012,199.1831
Station1,53.480759,-2.242631,2014-05-18 05:50:00,1436,11.6,96.7,743.4537,0,18.18,0.101,224.4209
Station1,53.480759,-2.242631,2014-05-18 05:55:00,1437,11.62,97.1,743.5359,0,18.17,0.295,287.7029
Station1,53.480759,-2.242631,2014-05-18 06:00:00,1438,11.6,96.8,743.5483,0.1580225,18.16,0.271,276.8112
Station1,53.480759,-2.242631,2014-05-18 06:05:00,1439,11.61,97,743.5734,0.4853712,18.15,0.5,270.4425
Station1,53.480759,-2.242631,2014-05-18 06:10:00,1440,11.62,97.1,743.6654,1.094923,18.15,0.313,246.1732
Station1,53.480759,-2.242631,2014-05-18 06:15:00,1441,11.6,96.4,743.692,2.110817,18.14,0.518,267.3579
Station1,53.480759,-2.242631,2014-05-18 06:20:00,1442,11.58,96.1,743.7599,3.555665,18.14,0.69,291.8206
Station1,53.480759,-2.242631,2014-05-18 06:25:00,1443,11.56,96.1,743.7508,8.330496,18.13,0.224,309.235
Station1,53.480759,-2.242631,2014-05-18 06:30:00,1444,11.56,96,743.7087,16.06264,18.13,0.345,315.7803
Station1,53.480759,-2.242631,2014-05-18 06:35:00,1445,11.56,96.3,743.7549,21.74064,18.11,0.542,335.9531
Station1,53.480759,-2.242631,2014-05-18 06:40:00,1446,11.54,96.3,743.7767,28.34521,18.11,0.509,312.4211
Station1,53.480759,-2.242631,2014-05-18 06:45:00,1447,11.55,96.8,743.8308,43.58516,18.1,0.388,291.934
Station1,53.480759,-2.242631,2014-05-18 06:50:00,1448,11.61,97.4,743.8225,52.85274,18.1,0.418,353.2837
Station1,53.480759,-2.242631,2014-05-18 06:55:00,1449,11.74,98.2,743.915,79.09589,18.09,0.634,318.5368
Station1,53.480759,-2.242631,2014-05-18 07:00:00,1450,11.77,97.2,743.9265,128.3941,18.09,0.892,326.4935
Station1,53.480759,-2.242631,2014-05-18 07:05:00,1451,11.79,96,743.8777,104.8446,18.07,1.05,329.7959
Station1,53.480759,-2.242631,2014-05-18 07:10:00,1452,11.85,95.8,743.9429,75.14245,18.07,0.754,317.8308
Station1,53.480759,-2.242631,2014-05-18 07:15:00,1453,11.94,95.9,744.0084,73.87519,18.07,0.807,319.3605
Station1,53.480759,-2.242631,2014-05-18 07:20:00,1454,11.92,95.1,744.0809,83.69361,18.06,0.783,327.2998
Station1,53.480759,-2.242631,2014-05-18 07:25:00,1455,11.97,94.4,744.1125,86.77419,18.05,0.727,272.6137
Station1,53.480759,-2.242631,2014-05-18 07:30:00,1456,12,94.2,744.1647,132.8131,18.04,0.629,296.3489
Station1,53.480759,-2.242631,2014-05-18 07:35:00,1457,12.23,93.4,744.194,195.2181,18.04,0.682,345.9173
Station1,53.480759,-2.242631,2014-05-18 07:40:00,1458,12.45,92.5,744.2373,217.1709,18.03,0.751,334.8758
Station1,53.480759,-2.242631,2014-05-18 07:45:00,1459,12.59,92.1,744.3606,193.8638,18.02,0.853,325.407
Station1,53.480759,-2.242631,2014-05-18 07:50:00,1460,12.68,91.7,744.3701,175.6537,18.02,1.063,343.6395
Station1,53.480759,-2.242631,2014-05-18 07:55:00,1461,12.81,91.5,744.4569,181.2279,18.01,0.813,289.7993
Station1,53.480759,-2.242631,2014-05-18 08:00:00,1462,12.8,90.5,744.4811,203.6508,18.01,0.975,342.1021
Station1,53.480759,-2.242631,2014-05-18 08:05:00,1463,12.78,89.8,744.4763,198.9777,17.99,0.89,337.4907
Station1,53.480759,-2.242631,2014-05-18 08:10:00,1464,12.83,88.7,744.4752,227.0221,17.99,1.047,260.0983
Station1,53.480759,-2.242631,2014-05-18 08:15:00,1465,13.22,87.6,744.4652,270.4131,17.99,0.348,235.1508
Station1,53.480759,-2.242631,2014-05-18 08:20:00,1466,13.68,86.4,744.4922,388.8608,17.98,0.695,308.3288
Station1,53.480759,-2.242631,2014-05-18 08:25:00,1467,14.17,85.7,744.5114,332.6824,17.97,0.497,3.676694
Station1,53.480759,-2.242631,2014-05-18 08:30:00,1468,14.11,85.6,744.5878,318.9284,17.96,0.81,62.27814
Station1,53.480759,-2.242631,2014-05-18 08:35:00,1469,14.33,83.8,744.5756,288.1214,17.96,0.386,105.1791
Station1,53.480759,-2.242631,2014-05-18 08:40:00,1470,14.44,83.4,744.5956,221.5564,17.96,0.362,90.78069
Station1,53.480759,-2.242631,2014-05-18 08:45:00,1471,14.53,82.6,744.6311,244.1196,17.95,0.454,92.85863
Station1,53.480759,-2.242631,2014-05-18 08:50:00,1472,14.53,83.7,744.6132,255.2599,17.95,0.522,352.9959
Station1,53.480759,-2.242631,2014-05-18 08:55:00,1473,14.85,82,744.5979,261.6609,17.94,0.434,299.0792
Station1,53.480759,-2.242631,2014-05-18 09:00:00,1474,14.86,80.9,744.6419,250.9806,17.93,0.822,288.6739
Station1,53.480759,-2.242631,2014-05-18 09:05:00,1475,14.81,81.7,744.639,225.0703,17.92,0.24,199.3802
Station1,53.480759,-2.242631,2014-05-18 09:10:00,1476,14.93,81.6,744.6633,225.0682,17.92,0.822,287.9576
Station1,53.480759,-2.242631,2014-05-18 09:15:00,1477,14.6,82.8,744.6606,289.9312,17.91,0.506,125.9886
Station1,53.480759,-2.242631,2014-05-18 09:20:00,1478,14.76,82.3,744.6834,283.4803,17.91,0.879,314.5926
Station1,53.480759,-2.242631,2014-05-18 09:25:00,1479,14.82,81.2,744.7435,269.7758,17.9,0.252,39.17738
Station1,53.480759,-2.242631,2014-05-18 09:30:00,1480,15.12,82,744.7939,238.4886,17.89,0.681,335.7511
Station1,53.480759,-2.242631,2014-05-18 09:35:00,1481,15.27,79.18,744.8066,232.703,17.89,0.681,266.6858
Station1,53.480759,-2.242631,2014-05-18 09:40:00,1482,15.26,79.18,744.8221,268.1288,17.89,0.741,269.7337
Station1,53.480759,-2.242631,2014-05-18 09:45:00,1483,15.24,79.66,744.8559,319.6277,17.89,0.623,260.4341
Station1,53.480759,-2.242631,2014-05-18 09:50:00,1484,15.45,80.4,744.8196,570.5018,17.88,1.188,326.6388
Station1,53.480759,-2.242631,2014-05-18 09:55:00,1485,16.18,75.97,744.8219,488.5815,17.88,0.542,191.0572
Station1,53.480759,-2.242631,2014-05-18 10:00:00,1486,16.09,74.46,744.8219,410.5636,17.87,1.199,273.0907
Station1,53.480759,-2.242631,2014-05-18 10:05:00,1487,16.21,76.56,744.8075,560.8145,17.87,0.783,302.8634
Station1,53.480759,-2.242631,2014-05-18 10:10:00,1488,16.84,75.51,744.7766,555.0505,17.87,1.324,294.3524
Station1,53.480759,-2.242631,2014-05-18 10:15:00,1489,16.95,72.76,744.7686,487.9864,17.87,0.946,237.0327
Station1,53.480759,-2.242631,2014-05-18 10:20:00,1490,17.11,70.16,744.7536,473.8733,17.86,0.935,191.3235
Station1,53.480759,-2.242631,2014-05-18 10:25:00,1491,17.13,71.35,744.7245,476.6273,17.85,1.143,213.1336
Station1,53.480759,-2.242631,2014-05-18 10:30:00,1492,16.95,70.58,744.6731,532.6479,17.85,1.268,200.9304
Station1,53.480759,-2.242631,2014-05-18 10:35:00,1493,17.2,71.73,744.6252,486.2162,17.85,1.263,279.463
Station1,53.480759,-2.242631,2014-05-18 10:40:00,1494,17.3,71.3,744.6003,1006.086,17.85,1.651,244.1892
Station1,53.480759,-2.242631,2014-05-18 10:45:00,1495,17.87,69.12,744.4941,813.6125,17.85,1.287,224.4747
Station1,53.480759,-2.242631,2014-05-18 10:50:00,1496,17.48,70.43,744.4767,445.2114,17.85,1.492,255.9354
Station1,53.480759,-2.242631,2014-05-18 10:55:00,1497,17.01,70.99,744.4658,374.9739,17.85,1.516,212.2987
Station1,53.480759,-2.242631,2014-05-18 11:00:00,1498,16.66,74.96,744.4294,405.5191,17.85,1.327,243.8061
Station1,53.480759,-2.242631,2014-05-18 11:05:00,1499,16.43,77.84,744.4368,510.7397,17.84,1.374,263.1901
Station1,53.480759,-2.242631,2014-05-18 11:10:00,1500,16.58,75.59,744.3973,541.8121,17.84,1.726,309.8462
Station1,53.480759,-2.242631,2014-05-18 11:15:00,1501,16.88,76.02,744.3414,554.7556,17.84,1.409,296.6169
Station1,53.480759,-2.242631,2014-05-18 11:20:00,1502,17.39,74.47,744.3273,445.7266,17.83,1.265,268.2486
Station1,53.480759,-2.242631,2014-05-18 11:25:00,1503,17.05,74.27,744.2828,464.0922,17.83,1.737,300.7283
Station1,53.480759,-2.242631,2014-05-18 11:30:00,1504,16.8,74.01,744.218,453.7188,17.83,1.691,296.3402
Station1,53.480759,-2.242631,2014-05-18 11:35:00,1505,17.11,72.95,744.2,495.2844,17.83,1.627,267.5458
Station1,53.480759,-2.242631,2014-05-18 11:40:00,1506,16.95,73.24,744.1399,599.0601,17.83,1.377,341.8627
Station1,53.480759,-2.242631,2014-05-18 11:45:00,1507,17.07,73.38,744.0562,563.6233,17.83,1.654,314.2488
Station1,53.480759,-2.242631,2014-05-18 11:50:00,1508,17.37,71.41,743.942,622.9771,17.83,1.092,269.7644
Station1,53.480759,-2.242631,2014-05-18 11:55:00,1509,18.17,69.25,743.9026,587.1401,17.83,1.14,253.2002
Station1,53.480759,-2.242631,2014-05-18 12:00:00,1510,18.56,67.15,743.8033,550.6715,17.83,1.1,239.6186
Station1,53.480759,-2.242631,2014-05-18 12:05:00,1511,18.36,68.15,743.7566,509.7211,17.84,1.492,306.2695
Station1,53.480759,-2.242631,2014-05-18 12:10:00,1512,17.98,66.58,743.6583,313.9806,17.85,1.175,276.2284
Station1,53.480759,-2.242631,2014-05-18 12:15:00,1513,17.47,70.8,743.6607,192.1382,17.85,1.308,289.5725
Station1,53.480759,-2.242631,2014-05-18 12:20:00,1514,16.91,75.09,743.6914,282.1709,17.85,1.971,285.0042
Station1,53.480759,-2.242631,2014-05-18 12:25:00,1515,16.11,80.9,743.7715,264.644,17.85,2.261,299.1865
Station1,53.480759,-2.242631,2014-05-18 12:30:00,1516,15,87.7,743.8468,268.4535,17.85,2.173,293.4567
Station1,53.480759,-2.242631,2014-05-18 12:35:00,1517,14.43,91.4,743.7728,386.4689,17.85,1.271,273.9057
